Gene	Coarse module	Fine module	Comments
HCRTR2	33	177	"major early B cell module, relevant to development"
IL5RA	33	177	"major early B cell module, relevant to development"
IL9R	33	177	"major early B cell module, relevant to development"
MS4A1	33	177	"major early B cell module, relevant to development"
OLFR164	33	177	"major early B cell module, relevant to development"
PXK	33	177	"major early B cell module, relevant to development"
SCD1	33	177	"major early B cell module, relevant to development"
SRPK3	33	177	"major early B cell module, relevant to development"
TNFRSF13B	33	177	"major early B cell module, relevant to development"
YSK4	33	177	"major early B cell module, relevant to development"
4930486G11RIK	33	178	"major early B cell module, relevant to development"
AGPAT9	33	178	"major early B cell module, relevant to development"
ALPL	33	178	"major early B cell module, relevant to development"
BCAT1	33	178	"major early B cell module, relevant to development"
BFSP2	33	178	"major early B cell module, relevant to development"
CAPSL	33	178	"major early B cell module, relevant to development"
GM4063	33	178	"major early B cell module, relevant to development"
HMGCLL1	33	178	"major early B cell module, relevant to development"
IGLL1	33	178	"major early B cell module, relevant to development"
LGR5	33	178	"major early B cell module, relevant to development"
MYL4	33	178	"major early B cell module, relevant to development"
P2RX3	33	178	"major early B cell module, relevant to development"
PYGM	33	178	"major early B cell module, relevant to development"
RNASE12	33	178	"major early B cell module, relevant to development"
RSPH9	33	178	"major early B cell module, relevant to development"
SORCS2	33	178	"major early B cell module, relevant to development"
VPREB1	33	178	"major early B cell module, relevant to development"
2010001M09RIK	33	179	"major early B cell module, relevant to development"
ABCB4	33	179	"major early B cell module, relevant to development"
ARHGAP24	33	179	"major early B cell module, relevant to development"
BLNK	33	179	"major early B cell module, relevant to development"
DOK3	33	179	"major early B cell module, relevant to development"
GGA2	33	179	"major early B cell module, relevant to development"
IL12A	33	179	"major early B cell module, relevant to development"
IRAK3	33	179	"major early B cell module, relevant to development"
LY6D	33	179	"major early B cell module, relevant to development"
PAFAH1B3	33	179	"major early B cell module, relevant to development"
PKIG	33	179	"major early B cell module, relevant to development"
RHBDF2	33	179	"major early B cell module, relevant to development"
SDC4	33	179	"major early B cell module, relevant to development"
SERPINB1A	33	179	"major early B cell module, relevant to development"
TCF4	33	179	"major early B cell module, relevant to development"
ZFP229	33	179	"major early B cell module, relevant to development"
1700021K19RIK	33	180	"major early B cell module, relevant to development"
CACNA1E	33	180	"major early B cell module, relevant to development"
CDH17	33	180	"major early B cell module, relevant to development"
CHST15	33	180	"major early B cell module, relevant to development"
D930015E06RIK	33	180	"major early B cell module, relevant to development"
DENND3	33	180	"major early B cell module, relevant to development"
FCRLA	33	180	"major early B cell module, relevant to development"
GM9861	33	180	"major early B cell module, relevant to development"
H2-OB	33	180	"major early B cell module, relevant to development"
HS3ST1	33	180	"major early B cell module, relevant to development"
IMMP2L	33	180	"major early B cell module, relevant to development"
KCTD14	33	180	"major early B cell module, relevant to development"
LRRC16A	33	180	"major early B cell module, relevant to development"
MAST4	33	180	"major early B cell module, relevant to development"
PHKA1	33	180	"major early B cell module, relevant to development"
RFX5	33	180	"major early B cell module, relevant to development"
SIGLECG	33	180	"major early B cell module, relevant to development"
SNN	33	180	"major early B cell module, relevant to development"
SPIB	33	180	"major early B cell module, relevant to development"
ZFP238	33	180	"major early B cell module, relevant to development"
ZFP296	33	180	"major early B cell module, relevant to development"
ABCA5	33	181	"major early B cell module, relevant to development"
APOBEC3	33	181	"major early B cell module, relevant to development"
CHRNB1	33	181	"major early B cell module, relevant to development"
DEXI	33	181	"major early B cell module, relevant to development"
DPP4	33	181	"major early B cell module, relevant to development"
H2-OA	33	181	"major early B cell module, relevant to development"
LMTK2	33	181	"major early B cell module, relevant to development"
NFKB1	33	181	"major early B cell module, relevant to development"
RNF122	33	181	"major early B cell module, relevant to development"
ST3GAL1	33	181	"major early B cell module, relevant to development"
STOML1	33	181	"major early B cell module, relevant to development"
ZMIZ2	33	181	"major early B cell module, relevant to development"
2610029I01RIK	34	182	
5330426P16RIK	34	182	
ABCB1A	34	182	
AQP3	34	182	
ARID5A	34	182	
AW112010	34	182	
CCDC102A	34	182	
CCNG1	34	182	
CNN2	34	182	
GPR114	34	182	
GPR68	34	182	
GRAMD1B	34	182	
IFFO2	34	182	
MTMR12	34	182	
NIPAL1	34	182	
RGS3	34	182	
SEMA4F	34	182	
SMAD7	34	182	
SMURF2	34	182	
SNX14	34	182	
SYT11	34	182	
TES	34	182	
TIGIT	34	182	
TMSB10	34	182	
TNFRSF9	34	182	
TNFSF8	34	182	
TTC39B	34	182	
VPS37B	34	182	
ZRSR1	34	182	
AB041803	34	183	
AP3M2	34	183	
ATP10D	34	183	
B2M	34	183	
BCL3	34	183	
BTG1	34	183	
CLEC2D	34	183	
EG547347	34	183	
GBP5	34	183	
GM7035	34	183	
H2-D1	34	183	
H2-GS10	34	183	
H2-K1	34	183	
H2-M3	34	183	
H2-Q2	34	183	
H2-Q6	34	183	
H2-Q7	34	183	
H2-Q8	34	183	
H2-T10	34	183	
H2-T22	34	183	
H2-T23	34	183	
IRF1	34	183	
NLRC5	34	183	
PSMB10	34	183	
PSMB9	34	183	
PSME1	34	183	
PSME2	34	183	
SLC25A38	34	183	
SSH1	34	183	
TAP1	34	183	
TAPBP	34	183	
ZNFX1	34	183	
3110003A17RIK	34	184	
ARPC5	34	184	
COX17	34	184	
CTSC	34	184	
FAM117B	34	184	
FAM126A	34	184	
FAM46A	34	184	
IL10RB	34	184	
IL6RA	34	184	
IRAK4	34	184	
LAIR1	34	184	
MMD	34	184	
MS4A6C	34	184	
NCF4	34	184	
NEURL3	34	184	
OSTF1	34	184	
PQLC3	34	184	
SAMHD1	34	184	
SNX20	34	184	
SUSD3	34	184	
TCFEB	34	184	
TMSB4X	34	184	
AOF1	34	185	
CBLB	34	185	
D130040H23RIK	34	185	
GPR52	34	185	
LNX2	34	185	
MTMR1	34	185	
PIK3R1	34	185	
PLA2G16	34	185	
PTPN2	34	185	
RABGAP1L	34	185	
AEBP2	34	186	
ARL5C	34	186	
ART2A	34	186	
ASS1	34	186	
CALM1	34	186	
CDGAP	34	186	
CREBL2	34	186	
CTLA4	34	186	
EML5	34	186	
F730043M19RIK	34	186	
FNBP1	34	186	
FOXP4	34	186	
GM5486	34	186	
GTPBP1	34	186	
HSH2D	34	186	
JAK2	34	186	
KDM2B	34	186	
LY75	34	186	
MINK1	34	186	
MTHFD2	34	186	
PHF11	34	186	
POLR3C	34	186	
TAPBPL	34	186	
TRAF1	34	186	
1110036O03RIK	35	187	
1200009O22RIK	35	187	
4930578C19RIK	35	187	
ABLIM3	35	187	
ACACB	35	187	
ADAMTS4	35	187	
ADCY5	35	187	
APBB2	35	187	
APOLD1	35	187	
BCAR1	35	187	
BCL6B	35	187	
C130074G19RIK	35	187	
C1QTNF1	35	187	
CARD10	35	187	
CCDC85A	35	187	
CCRN4L	35	187	
CDC42EP1	35	187	
CDH13	35	187	
COL15A1	35	187	
CTGF	35	187	
CYP2D22	35	187	
DDAH1	35	187	
DNAHC6	35	187	
EBF3	35	187	
ECM2	35	187	
EML1	35	187	
ENPP3	35	187	
FAM38B2	35	187	
FBLN2	35	187	
FBXL7	35	187	
FKBP10	35	187	
FOXF1A	35	187	
GALNTL4	35	187	
GLT25D2	35	187	
GUCY1B3	35	187	
HEPH	35	187	
HOXD8	35	187	
ID1	35	187	
KCNG3	35	187	
KLHL29	35	187	
LAMB1-1	35	187	
LIPG	35	187	
LMCD1	35	187	
LPAR4	35	187	
LRG1	35	187	
LRRC3B	35	187	
LTBP2	35	187	
MADCAM1	35	187	
MEOX1	35	187	
MEOX2	35	187	
MYO1D	35	187	
NFATC4	35	187	
NOV	35	187	
NR5A2	35	187	
OLFML2A	35	187	
PCDH12	35	187	
PCDHB17	35	187	
PCDHB19	35	187	
PCDHB7	35	187	
PRICKLE1	35	187	
PRKD1	35	187	
PRND	35	187	
PRSS12	35	187	
PTPN14	35	187	
PTPRG	35	187	
RET	35	187	
RGS4	35	187	
RIPPLY3	35	187	
SERPINH1	35	187	
SH3GL3	35	187	
SHE	35	187	
SLC2A10	35	187	
SOX18	35	187	
SOX7	35	187	
SPATS2L	35	187	
STON1	35	187	
SULF1	35	187	
TCF3	35	187	
TFPI2	35	187	
TGFB1I1	35	187	
THSD7A	35	187	
TIMP1	35	187	
TIMP4	35	187	
TINAGL1	35	187	
TLL1	35	187	
TSHZ2	35	187	
TSPAN12	35	187	
UPP1	35	187	
VANGL1	35	187	
VWA1	35	187	
ARHGAP29	35	188	
CAV1	35	188	
CH25H	35	188	
CREB3L2	35	188	
CYB561	35	188	
DPYSL3	35	188	
EPAS1	35	188	
EPHA4	35	188	
FZD4	35	188	
PDK4	35	188	
PRICKLE2	35	188	
PTGFRN	35	188	
RAET1D	35	188	
RDH10	35	188	
SLC10A6	35	188	
SLC12A4	35	188	
AMOTL2	35	189	
ANGPT2	35	189	
ARHGEF10	35	189	
ARHGEF15	35	189	
CLDN5	35	189	
COL4A1	35	189	
COL4A2	35	189	
D0H4S114	35	189	
DCHS1	35	189	
EDA2R	35	189	
EFNB1	35	189	
ELN	35	189	
LAMA5	35	189	
LAMB2	35	189	
LDB2	35	189	
LRRC32	35	189	
MAGEH1	35	189	
MEST	35	189	
NOS3	35	189	
NPDC1	35	189	
PCDHB16	35	189	
PRKCDBP	35	189	
PVRL3	35	189	
ROBO4	35	189	
SNCAIP	35	189	
TM4SF1	35	189	
TMEM47	35	189	
ZFP462	35	189	
A4GALT	35	190	
ADAMTS1	35	190	
ATP8B1	35	190	
BAMBI	35	190	
CYR61	35	190	
DLC1	35	190	
DLL1	35	190	
DUSP8	35	190	
DYSF	35	190	
EFNA1	35	190	
ENPP2	35	190	
FGFR2	35	190	
HBEGF	35	190	
HSPB1	35	190	
ITGA3	35	190	
KANK1	35	190	
LTBP4	35	190	
MID2	35	190	
MTMR11	35	190	
MYO10	35	190	
OSMR	35	190	
PAWR	35	190	
RASD1	35	190	
RHOD	35	190	
SLCO2A1	35	190	
SPRY4	35	190	
TC2N	35	190	
TMTC1	35	190	
TRIM2	35	190	
TSPAN15	35	190	
UNC5B	35	190	
WWTR1	35	190	
YAP1	35	190	
8430408G22RIK	35	191	
AGRN	35	191	
AMOTL1	35	191	
BACE2	35	191	
BTNL9	35	191	
CCL21A	35	191	
CES5	35	191	
DLL4	35	191	
EPN2	35	191	
F8	35	191	
FAM115C	35	191	
FAT4	35	191	
GALNTL2	35	191	
GCOM1	35	191	
GJA4	35	191	
GLYCAM1	35	191	
GPIHBP1	35	191	
GPR182	35	191	
HSPG2	35	191	
ITIH3	35	191	
MMRN2	35	191	
NPR1	35	191	
NR2F2	35	191	
PARVA	35	191	
PLVAP	35	191	
PRSS23	35	191	
PXDN	35	191	
RASIP1	35	191	
RGS5	35	191	
RND1	35	191	
ROBO1	35	191	
S100A16	35	191	
SCHIP1	35	191	
SELE	35	191	
SEMA3F	35	191	
SLC27A3	35	191	
TENC1	35	191	
USHBP1	35	191	
ACER2	35	192	
CASP12	35	192	
CDH5	35	192	
CLEC14A	35	192	
CLIC5	35	192	
CYYR1	35	192	
EPHB4	35	192	
FERMT2	35	192	
GHR	35	192	
GPR116	35	192	
LAMA4	35	192	
NFIB	35	192	
PHLDB2	35	192	
PLSCR2	35	192	
PLXNA2	35	192	
PODXL	35	192	
PREX2	35	192	
PTPRB	35	192	
PTPRK	35	192	
RAMP2	35	192	
RASSF9	35	192	
RHOJ	35	192	
SDPR	35	192	
TIMP3	35	192	
2210023G05RIK	35	193	
4931406P16RIK	35	193	
CDR2	35	193	
CLDN12	35	193	
CLDN13	35	193	
CTTN	35	193	
DOCK9	35	193	
DSG2	35	193	
GUCY1A3	35	193	
JAM3	35	193	
KANK2	35	193	
MORC4	35	193	
MPDZ	35	193	
MSRB3	35	193	
NCKAP1	35	193	
NQO1	35	193	
OPTN	35	193	
PTRF	35	193	
PXMP2	35	193	
RBM9	35	193	
RECK	35	193	
STC1	35	193	
TNFRSF10B	35	193	
ADCY4	35	194	
ECSCR	35	194	
EDN1	35	194	
FBN1	35	194	
FMO2	35	194	
IGFBP7	35	194	
MYO1B	35	194	
NID2	35	194	
PVRL2	35	194	
SERPINA3N	35	194	
SERPINE2	35	194	
SPARC	35	194	
SPARCL1	35	194	
TMEM100	35	194	
TSPAN18	35	194	
TSPAN7	35	194	
2610024B07RIK	36	195	
4930578G10RIK	36	195	
ABCA8A	36	195	
ABI3BP	36	195	
ACTA2	36	195	
ARHGEF17	36	195	
C1S	36	195	
CD248	36	195	
COL1A1	36	195	
COL1A2	36	195	
COL3A1	36	195	
COL6A3	36	195	
CRYAB	36	195	
CXCL12	36	195	
DCN	36	195	
DDR2	36	195	
DPEP1	36	195	
DPT	36	195	
FHL1	36	195	
FMO1	36	195	
FXYD1	36	195	
GM5077	36	195	
IGFBP5	36	195	
LAMA2	36	195	
LIF	36	195	
LOX	36	195	
LOXL1	36	195	
MAOB	36	195	
MFAP5	36	195	
MME	36	195	
MXRA7	36	195	
MXRA8	36	195	
MYL9	36	195	
NBL1	36	195	
NSG1	36	195	
PCOLCE	36	195	
PDGFRA	36	195	
PENK	36	195	
PLA1A	36	195	
PLAC9	36	195	
PRELP	36	195	
SPON2	36	195	
TAGLN	36	195	
TEAD1	36	195	
TNFAIP6	36	195	
TNXB	36	195	
4933409K07RIK	36	196	
6330406I15RIK	36	196	
ABCA8B	36	196	
ABCC9	36	196	
ADAM12	36	196	
ADAMTS12	36	196	
ADAMTS2	36	196	
ADAMTS5	36	196	
ADAMTSL3	36	196	
ADCYAP1R1	36	196	
AEBP1	36	196	
AMY1	36	196	
ANGPTL4	36	196	
AOX1	36	196	
ASPN	36	196	
AVPR1A	36	196	
BICC1	36	196	
BOC	36	196	
BOK	36	196	
C1QTNF7	36	196	
CACHD1	36	196	
CCDC80	36	196	
CCL11	36	196	
CCL19	36	196	
CLEC3B	36	196	
CLIP3	36	196	
COL6A1	36	196	
COL6A2	36	196	
CPXM1	36	196	
CYGB	36	196	
CYP1B1	36	196	
DACT1	36	196	
DCLK1	36	196	
DKK2	36	196	
DPYD	36	196	
EFEMP2	36	196	
ENTPD2	36	196	
EPHA3	36	196	
FAM38B	36	196	
FAT1	36	196	
FBLN1	36	196	
FSTL1	36	196	
GDF10	36	196	
GLT8D2	36	196	
GPC6	36	196	
GUCY1A2	36	196	
H6PD	36	196	
HMGCS2	36	196	
IGSF10	36	196	
IL7	36	196	
JUB	36	196	
KDELR3	36	196	
KIRREL	36	196	
LEPR	36	196	
LEPREL2	36	196	
LGI2	36	196	
LHFP	36	196	
LUM	36	196	
MATN2	36	196	
MEIS2	36	196	
MFAP2	36	196	
MRC2	36	196	
MSX1	36	196	
MUSTN1	36	196	
NDN	36	196	
NPAS2	36	196	
NTF3	36	196	
ODZ3	36	196	
OLFML1	36	196	
PAMR1	36	196	
PCDH18	36	196	
PDLIM3	36	196	
PDZRN3	36	196	
PHLDA3	36	196	
PI15	36	196	
PLA2R1	36	196	
PLAT	36	196	
PLEKHH2	36	196	
POSTN	36	196	
PRRX1	36	196	
RAB34	36	196	
RARRES2	36	196	
RBMS3	36	196	
RCN3	36	196	
ROBO2	36	196	
S1PR3	36	196	
SCARA3	36	196	
SCARA5	36	196	
SCARF2	36	196	
SDC2	36	196	
SFRP4	36	196	
SGCD	36	196	
SLC16A2	36	196	
SLIT3	36	196	
SRPX	36	196	
SRPX2	36	196	
STMN2	36	196	
SVEP1	36	196	
UNC5C	36	196	
VASN	36	196	
VEGFC	36	196	
9030425E11RIK	36	197	
AFAP1L2	36	197	
BMP4	36	197	
C2	36	197	
CXCL1	36	197	
DMPK	36	197	
E030049G20RIK	36	197	
EFEMP1	36	197	
EGFR	36	197	
FAM13A	36	197	
FIGF	36	197	
GNAI1	36	197	
GPC4	36	197	
HAS2	36	197	
IGFBP3	36	197	
IL33	36	197	
KLHL13	36	197	
MMP3	36	197	
NAALADL2	36	197	
NEO1	36	197	
OPLAH	36	197	
PODN	36	197	
PTN	36	197	
SAT2	36	197	
SCRN1	36	197	
SFRP1	36	197	
SH3D19	36	197	
SLC45A3	36	197	
SMOC2	36	197	
SNAI2	36	197	
THBS2	36	197	
TMEM45A	36	197	
ALDH1A1	36	198	
BGN	36	198	
C7	36	198	
INMT	36	198	
MGP	36	198	
MS4A4D	36	198	
OGN	36	198	
PDPN	36	198	
PHLDA1	36	198	
SCN7A	36	198	
SERPING1	36	198	
BMP2	36	199	
BMPR1A	36	199	
C1R	36	199	
COLEC12	36	199	
DCBLD2	36	199	
FKBP14	36	199	
GATA6	36	199	
GM10554	36	199	
LTBP1	36	199	
P4HA2	36	199	
PTGES	36	199	
TGFB2	36	199	
ACHE	37	200	
AKR1C14	37	200	
APCDD1	37	200	
C1QTNF9	37	200	
CHST4	37	200	
DSG1A	37	200	
EFHD1	37	200	
ESM1	37	200	
LAMA3	37	200	
MMP15	37	200	
OIT1	37	200	
PALMD	37	200	
REG3G	37	200	
SAMD12	37	200	
SORBS2	37	200	
SYT1	37	200	
UBD	37	200	
ALOX12	37	201	
APLNR	37	201	
AQP7	37	201	
AU021092	37	201	
CAR4	37	201	
FAM167B	37	201	
FLT1	37	201	
HAMP	37	201	
JAM2	37	201	
LIMS2	37	201	
NES	37	201	
NOS2	37	201	
NXPH1	37	201	
PCDH1	37	201	
PCDH17	37	201	
RASGEF1A	37	201	
SERPINA1A	37	201	
SERPINA1B	37	201	
SERPINA1E	37	201	
SNCG	37	201	
SOX17	37	201	
STRA6	37	201	
SYT15	37	201	
VWF	37	201	
9130213B05RIK	38	202	
AW551984	38	202	
CAR8	38	202	
CCBP2	38	202	
CCL20	38	202	
CLCA1	38	202	
CLCA2	38	202	
CLDN11	38	202	
COCH	38	202	
COL12A1	38	202	
CPE	38	202	
CTNNAL1	38	202	
CYP4B1	38	202	
EDNRB	38	202	
FHDC1	38	202	
FLRT2	38	202	
FLT4	38	202	
FOXC2	38	202	
FXYD6	38	202	
GPM6A	38	202	
IL13RA2	38	202	
LAMC2	38	202	
LRRN4CL	38	202	
LYVE1	38	202	
MARCO	38	202	
MMRN1	38	202	
NTN1	38	202	
NTS	38	202	
OLFR1372-PS1	38	202	
PGM5	38	202	
PROX1	38	202	
PTX3	38	202	
RELN	38	202	
SEMA3A	38	202	
SEMA3D	38	202	
SLC18A1	38	202	
SLC6A9	38	202	
SLIT2	38	202	
STAB2	38	202	
TGFA	38	202	
XLR5A	38	202	
XLR5B	38	202	
4833424O15RIK	39	203	
AGTR1A	39	203	
ANO1	39	203	
AOC3	39	203	
ATP1A2	39	203	
BNC2	39	203	
CHRDL1	39	203	
CNTFR	39	203	
CPZ	39	203	
CSMD1	39	203	
CXADR	39	203	
CYP2E1	39	203	
DES	39	203	
DSC2	39	203	
DSC3	39	203	
DVWA	39	203	
EPDR1	39	203	
FGF7	39	203	
FMOD	39	203	
GABRA3	39	203	
GALNTL1	39	203	
GPR176	39	203	
GREM1	39	203	
GSTM2	39	203	
GSTT1	39	203	
ITGA11	39	203	
KCNE4	39	203	
KCNMA1	39	203	
LRRC17	39	203	
MSC	39	203	
MYH11	39	203	
NTRK1	39	203	
OSR1	39	203	
PCDH15	39	203	
PKNOX2	39	203	
SEMA3B	39	203	
SERPINA10	39	203	
SERPINA3C	39	203	
SHISA3	39	203	
TUSC5	39	203	
TWIST2	39	203	
VIT	39	203	
VTN	39	203	
WNT2B	39	203	
WNT5A	39	203	
6230427J02RIK	40	204	
ABCG2	40	204	
BTBD3	40	204	
CD34	40	204	
CDC42BPA	40	204	
CSGALNACT1	40	204	
EGFL7	40	204	
ELTD1	40	204	
ERG	40	204	
FAM65A	40	204	
FZD6	40	204	
GMPR	40	204	
GPR56	40	204	
ICA1	40	204	
LPHN2	40	204	
MPRIP	40	204	
PCP4L1	40	204	
TMEM98	40	204	
ZFP521	40	204	
2610305D13RIK	40	205	
AFAP1L1	40	205	
ARMCX1	40	205	
CASKIN2	40	205	
CD59A	40	205	
DNMT3B	40	205	
GJA1	40	205	
HMGA2	40	205	
MAGED2	40	205	
MYCN	40	205	
PLCB4	40	205	
PPIC	40	205	
THSD1	40	205	
TTPA	40	205	
9430020K01RIK	40	206	
BC020535	40	206	
CADPS2	40	206	
DARC	40	206	
ESAM	40	206	
ETL4	40	206	
FAM171A1	40	206	
GNG11	40	206	
GULP1	40	206	
HECW2	40	206	
HSPA12B	40	206	
MAGI1	40	206	
ME1	40	206	
MTAP1B	40	206	
NBEA	40	206	
PDGFD	40	206	
SCARF1	40	206	
SELP	40	206	
SHANK3	40	206	
SHROOM4	40	206	
SYDE1	40	206	
TJP1	40	206	
AQP1	40	207	
EMCN	40	207	
FGD5	40	207	
GRB10	40	207	
MANSC1	40	207	
MYCT1	40	207	
PCDH7	40	207	
PKN3	40	207	
RBP1	40	207	
SGCE	40	207	
TEK	40	207	
TIE1	40	207	
A530064D06RIK	41	208	
B430306N03RIK	41	208	
BMX	41	208	
F5	41	208	
HDC	41	208	
HP	41	208	
LTB4R1	41	208	
NAT8L	41	208	
OLR1	41	208	
P2RX1	41	208	
P2RY1	41	208	
PADI4	41	208	
PI16	41	208	
PRAM1	41	208	
PTGIR	41	208	
SGMS2	41	208	
SLC41A3	41	208	
SLFN4	41	208	
ST3GAL2	41	208	
TREM1	41	208	
TREM3	41	208	
VNN3	41	208	
1100001G20RIK	41	209	
9830107B12RIK	41	209	
ABCA13	41	209	
ANKRD22	41	209	
ARG2	41	209	
CAMP	41	209	
CD177	41	209	
CEACAM10	41	209	
CHI3L1	41	209	
DHRS9	41	209	
GM9904	41	209	
IL1F9	41	209	
IL28RA	41	209	
ITGB2L	41	209	
LY6G	41	209	
MGAM	41	209	
MRGPRA2	41	209	
OLFM4	41	209	
SLCO4C1	41	209	
STFA1	41	209	
TACSTD2	41	209	
BC100530	41	210	
CHI3L3	41	210	
IL8RB	41	210	
LCN2	41	210	
LTF	41	210	
MMP8	41	210	
NGP	41	210	
RETNLG	41	210	
S100A8	41	210	
S100A9	41	210	
STFA2L1	41	210	
2610528E23RIK	42	211	
CCBL2	42	211	
DCTD	42	211	
DCTPP1	42	211	
GM5246	42	211	
H1FX	42	211	
IMPA2	42	211	
MMACHC	42	211	
NME4	42	211	
PRRG4	42	211	
SHMT1	42	211	
SNORD52	42	211	
TCFAP4	42	211	
UNG	42	211	
2210020M01RIK	42	212	
9030619P08RIK	42	212	
ABL1	42	212	
BEX6	42	212	
BPIL2	42	212	
CAR1	42	212	
CCDC135	42	212	
CTSG	42	212	
ELA2	42	212	
FUT7	42	212	
GM5111	42	212	
GPR97	42	212	
MCPT8	42	212	
MN1	42	212	
MPO	42	212	
PANK1	42	212	
PGLS	42	212	
PLAC8	42	212	
PLEKHA7	42	212	
PTGER3	42	212	
SH2D5	42	212	
SLC27A2	42	212	
SLC35D3	42	212	
SLCO4A1	42	212	
SPNS3	42	212	
SSTR2	42	212	
TSPAN2	42	212	
1110032A13RIK	42	213	
ALAS1	42	213	
ANKS1	42	213	
CD93	42	213	
COX6B2	42	213	
DEF8	42	213	
FOXRED2	42	213	
IL31RA	42	213	
NMRAL1	42	213	
SLC39A11	42	213	
SYCE2	42	213	
TMEM180	42	213	
DACH1	43	214	
GATA1	43	214	
GATA2	43	214	
GFI1B	43	214	
GM1964	43	214	
GSTA4	43	214	
HLF	43	214	
ITGA2B	43	214	
KRT18	43	214	
MC5R	43	214	
MED12L	43	214	
MPL	43	214	
MUC13	43	214	
PAFAH2	43	214	
RAB38	43	214	
SLC18A2	43	214	
TMEM40	43	214	
TRFR2	43	214	
TRPC6	43	214	
VAMP5	43	214	
4930520O04RIK	43	215	
CACNB2	43	215	
EPB4.1L3	43	215	
GPR128	43	215	
HOXA5	43	215	
HOXA9	43	215	
MAML3	43	215	
OCIAD2	43	215	
PPP1R9A	43	215	
VIPR2	43	215	
5730528L13RIK	43	216	
ADSSL1	43	216	
BC005764	43	216	
BC048355	43	216	
DGKG	43	216	
F13A1	43	216	
GM10384	43	216	
MEGF9	43	216	
MS4A3	43	216	
NFE2	43	216	
PRG2	43	216	
PRODH	43	216	
PRSS34	43	216	
PRSSL1	43	216	
PRTN3	43	216	
RAB44	43	216	
A430107O13RIK	44	217	
BC030046	44	217	
BMP1	44	217	
C2CD2	44	217	
CC2D2A	44	217	
CYP2J6	44	217	
GAB1	44	217	
KDELC2	44	217	
LAYN	44	217	
LBP	44	217	
LEPRE1	44	217	
LTBP3	44	217	
NFIX	44	217	
PAM	44	217	
RAI14	44	217	
SAMD14	44	217	
SELENBP2	44	217	
TSPAN4	44	217	
ZFP532	44	217	
0610007C21RIK	44	218	
ABHD14B	44	218	
CHST14	44	218	
ECHS1	44	218	
EMILIN1	44	218	
ERGIC3	44	218	
EXTL2	44	218	
GGCX	44	218	
GM6155	44	218	
GPX4	44	218	
GSTK1	44	218	
GSTM4	44	218	
HMGCL	44	218	
KDELR1	44	218	
MCEE	44	218	
METTL7A1	44	218	
MPV17	44	218	
NENF	44	218	
OAZ2	44	218	
PAPSS1	44	218	
SELK	44	218	
TM2D2	44	218	
TM7SF3	44	218	
TMED3	44	218	
VKORC1	44	218	
1110032A03RIK	44	219	
ARHGEF11	44	219	
BBS5	44	219	
FKBP7	44	219	
GAA	44	219	
GLT8D1	44	219	
GSTM5	44	219	
IFT172	44	219	
INPP5A	44	219	
INSR	44	219	
LDLRAD3	44	219	
LGR4	44	219	
MAGED1	44	219	
MAP4K5	44	219	
MTSS1	44	219	
PGCP	44	219	
PSD3	44	219	
RETSAT	44	219	
RNF217	44	219	
SAV1	44	219	
SCAMP1	44	219	
SCP2	44	219	
SDC1	44	219	
SNX7	44	219	
TCEAL1	44	219	
TCEAL8	44	219	
WWC2	44	219	
ZDHHC1	44	219	
1110032E23RIK	44	220	
ACOT1	44	220	
CDC42EP4	44	220	
COPZ2	44	220	
CTSF	44	220	
DENND2A	44	220	
FABP4	44	220	
GM13305	44	220	
GNG12	44	220	
GSTM1	44	220	
GSTT3	44	220	
HNMT	44	220	
IL11RA1	44	220	
KCTD12B	44	220	
PALM	44	220	
SELENBP1	44	220	
Sept8	44	220	
SLC22A4	44	220	
ST6GALNAC6	44	220	
THBD	44	220	
TMEM205	44	220	
WIPI1	44	220	
1700106N22RIK	44	221	
AP1S1	44	221	
CGRRF1	44	221	
CRTAP	44	221	
DDOST	44	221	
DECR1	44	221	
DSC1	44	221	
EI24	44	221	
ETFB	44	221	
GM5210	44	221	
GM7172	44	221	
GM7693	44	221	
GM9081	44	221	
MFSD10	44	221	
MTCH1	44	221	
PFKL	44	221	
PGAM1	44	221	
PGK1	44	221	
PTDSS2	44	221	
PTER	44	221	
SCCPDH	44	221	
SLC25A39	44	221	
TPI1	44	221	
YIF1B	44	221	
AHNAK	45	222	
ARHGAP26	45	222	
ATP1A1	45	222	
ATP6V0A2	45	222	
ATP8B4	45	222	
B4GALT5	45	222	
CAPN2	45	222	
CCR2	45	222	
CCR5	45	222	
CRIP1	45	222	
DPYSL2	45	222	
FAM188A	45	222	
FBXO4	45	222	
GLIPR2	45	222	
IQGAP2	45	222	
ITGB1	45	222	
LGALS1	45	222	
LPCAT4	45	222	
NAB1	45	222	
PADI2	45	222	
PFKP	45	222	
PGLYRP1	45	222	
PPP1R9B	45	222	
PRKX	45	222	
RAPH1	45	222	
RBMS1	45	222	
S100A4	45	222	
S100A6	45	222	
SMPDL3B	45	222	
TAGLN2	45	222	
UNC119B	45	222	
ZYX	45	222	
ANXA2	45	223	
APOB48R	45	223	
CCL4	45	223	
CCRL2	45	223	
CORO2A	45	223	
EFHD2	45	223	
ELMO2	45	223	
FAM129A	45	223	
FGL2	45	223	
GM5068	45	223	
MAPRE2	45	223	
MDFIC	45	223	
NPTN	45	223	
OLFM1	45	223	
PION	45	223	
PRDM1	45	223	
PRR5L	45	223	
RAB8B	45	223	
RAP2A	45	223	
RGS1	45	223	
S100A11	45	223	
